Id,Rating
2351,96.9474249136198
2352,72.72316423210101
2353,78.4020163131963
2354,33.22049554464362
2355,88.08820065223836
2356,78.29214880291593
2357,85.07036278887102
2358,73.75098311475075
2359,37.48138457765706
2360,83.71820361025601
2361,54.01900711902377
2362,71.99346797389306
2363,68.9551318039446
2364,98.86257237302534
2365,73.30118158980287
2366,100.589837896586
2367,56.36980490098924
2368,75.27567258458657
2369,83.51160807164067
2370,61.23782030163668
2371,73.26841460093664
2372,98.94757051894857
2373,66.15791987510234
2374,76.39761970147208
2375,23.90474180445225
2376,34.46015497911587
2377,78.60320957145835
2378,56.5410975898476
2379,86.16801140313274
2380,72.39683386247016
2381,72.97007325550753
2382,81.27259762932937
2383,84.91502406168789
2384,84.75926807747835
2385,80.74169254215329
2386,99.30259153070908
2387,78.66738980657702
2388,86.1314103845919
2389,79.50745979863348
2390,80.26241481669874
2391,69.70803362412505
2392,99.11669271527057
2393,51.22324281007613
2394,78.30276291074745
2395,85.47082515295004
2396,98.36710446509308
2397,61.69545184282745
2398,83.0719464972571
2399,85.04507401783563
2400,81.30581382608578
2401,65.2998209454687
2402,97.37258071822797
2403,66.15791987510234
2404,85.32479017944635
2405,56.00018574925521
2406,57.4798022674109
2407,63.97280434728159
2408,61.13464467072354
2409,72.0232841825713
2410,44.06033128980708
2411,81.31219948701607
2412,85.29936731967506
2413,97.74312374312639
2414,87.49885345999367
2415,54.43576235520467
2416,59.851306237711924
2417,37.10999666412642
2418,85.42018390022221
2419,51.301477046278535
2420,72.72794166567301
2421,85.16918527851132
2422,60.46282285237026
2423,91.4613237123689
2424,60.83234597901248
2425,87.37918523907436
2426,72.91524525401678
2427,68.14876320929565
2428,77.40560067398786
2429,79.58509498439577
2430,99.18466626334217
2431,83.87429378078764
2432,72.62652822465432
2433,85.39858421868075
2434,77.76117075746416
2435,80.87475542808237
2436,84.39326245268056
2437,78.71959953632859
2438,64.70437742217153
2439,84.73664702178408
2440,84.95830181656348
2441,42.40798055428049
2442,80.80653942689838
2443,72.21384451279842
2444,66.88890420550783
2445,53.02413148766023
2446,60.20396584353165
2447,86.65559055371725
2448,60.1993273327418
2449,82.72510544024351
2450,77.03144378553792
2451,84.44499663352187
2452,98.61874767034935
2453,73.75123094150219
2454,80.65983402742687
2455,105.51602901279878
2456,34.667582963406936
2457,86.84419164334065
2458,75.48862499645378
2459,99.29138842183679
2460,78.51577527373001
